iss_date,SESSO,AGE_GROUP,DECEDUTI,CASI_CUMULATIVI,iss_date_iso8601,file_date_iso8601,file
24/04/2020,Non noto,30-39,<5,51,2020-04-24,2020-04-24,COVID_19_ISS_open_data_2020-04-24_sesso_eta
24/04/2020,Non noto,40-49,<5,68,2020-04-24,2020-04-24,COVID_19_ISS_open_data_2020-04-24_sesso_eta
24/04/2020,Non noto,50-59,<5,66,2020-04-24,2020-04-24,COVID_19_ISS_open_data_2020-04-24_sesso_eta
24/04/2020,Non noto,60-69,5,57,2020-04-24,2020-04-24,COVID_19_ISS_open_data_2020-04-24_sesso_eta
24/04/2020,Non noto,70-79,7,42,2020-04-24,2020-04-24,COVID_19_ISS_open_data_2020-04-24_sesso_eta
24/04/2020,Non noto,80-89,10,54,2020-04-24,2020-04-24,COVID_19_ISS_open_data_2020-04-24_sesso_eta
24/04/2020,Non noto,>90,<5,11,2020-04-24,2020-04-24,COVID_19_ISS_open_data_2020-04-24_sesso_eta
24/04/2020,Non noto,Non noto,<5,<5,2020-04-24,2020-04-24,COVID_19_ISS_open_data_2020-04-24_sesso_eta
25/04/2020,F,0-9,<5,649,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,F,10-19,<5,1168,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,F,20-29,<5,5574,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,F,30-39,19,7831,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,F,40-49,52,14140,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,F,50-59,188,18213,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,F,60-69,602,10531,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,F,70-79,1996,12085,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,F,80-89,3974,19229,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,F,>90,2200,11003,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,F,Non noto,<5,51,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,M,0-9,<5,746,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,M,10-19,<5,1174,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,M,20-29,5,4293,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,M,30-39,32,6485,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,M,40-49,165,10592,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,M,50-59,700,16713,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,M,60-69,2059,16700,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,M,70-79,5093,17299,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,M,80-89,5866,14528,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,M,>90,1298,3229,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,M,Non noto,<5,37,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,Non noto,0-9,<5,10,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,Non noto,10-19,<5,6,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,Non noto,20-29,<5,67,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,Non noto,30-39,<5,52,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,Non noto,40-49,<5,66,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,Non noto,50-59,<5,65,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,Non noto,60-69,<5,53,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,Non noto,70-79,<5,36,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,Non noto,80-89,<5,43,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,Non noto,>90,<5,9,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
25/04/2020,Non noto,Non noto,<5,<5,2020-04-25,2020-04-25,COVID_19_ISS_open_data_2020-04-25_sesso_eta
26/04/2020,F,0-9,<5,666,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,F,10-19,<5,1208,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,F,20-29,<5,5682,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,F,30-39,17,7970,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,F,40-49,52,14369,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,F,50-59,188,18470,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,F,60-69,605,10662,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,F,70-79,2017,12246,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,F,80-89,4012,19684,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,F,>90,2244,11325,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,F,Non noto,<5,50,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,M,0-9,<5,758,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,M,10-19,<5,1201,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,M,20-29,6,4378,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,M,30-39,32,6587,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,M,40-49,165,10705,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,M,50-59,708,16852,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,M,60-69,2075,16822,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,M,70-79,5121,17460,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,M,80-89,5900,14700,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,M,>90,1315,3286,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,M,Non noto,<5,35,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,Non noto,0-9,<5,10,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,Non noto,10-19,<5,6,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,Non noto,20-29,<5,69,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,Non noto,30-39,<5,53,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,Non noto,40-49,<5,66,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,Non noto,50-59,<5,67,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,Non noto,60-69,<5,52,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,Non noto,70-79,<5,37,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,Non noto,80-89,<5,43,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,Non noto,>90,<5,9,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
26/04/2020,Non noto,Non noto,<5,<5,2020-04-26,2020-04-26,COVID_19_ISS_open_data_2020-04-26_sesso_eta
27/04/2020,F,0-9,<5,672,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,F,10-19,<5,1223,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,F,20-29,<5,5748,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,F,30-39,17,8039,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,F,40-49,55,14483,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,F,50-59,189,18588,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,F,60-69,613,10718,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,F,70-79,2037,12312,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,F,80-89,4087,19882,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,F,>90,2317,11453,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,F,Non noto,<5,50,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,M,0-9,<5,767,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,M,10-19,<5,1223,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,M,20-29,6,4410,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,M,30-39,32,6623,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,M,40-49,168,10758,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,M,50-59,714,16939,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,M,60-69,2095,16888,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,M,70-79,5153,17518,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,M,80-89,5962,14789,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,M,>90,1329,3319,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,M,Non noto,<5,38,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,Non noto,0-9,<5,16,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,Non noto,10-19,<5,13,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,Non noto,20-29,<5,84,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,Non noto,30-39,<5,69,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,Non noto,40-49,<5,95,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,Non noto,50-59,<5,104,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,Non noto,60-69,<5,74,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,Non noto,70-79,<5,68,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,Non noto,80-89,<5,96,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,Non noto,>90,<5,36,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
27/04/2020,Non noto,Non noto,<5,<5,2020-04-27,2020-04-27,COVID_19_ISS_open_data_2020-04-27_sesso_eta
28/04/2020,F,0-9,<5,682,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,F,10-19,<5,1254,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,F,20-29,<5,5828,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,F,30-39,17,8141,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,F,40-49,56,14692,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,F,50-59,194,18840,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,F,60-69,618,10838,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,F,70-79,2077,12468,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,F,80-89,4196,20271,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,F,>90,2392,11803,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,F,Non noto,<5,44,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,M,0-9,<5,784,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,M,10-19,<5,1250,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,M,20-29,6,4476,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,M,30-39,32,6712,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,M,40-49,168,10882,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,M,50-59,724,17077,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,M,60-69,2109,16991,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,M,70-79,5214,17652,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,M,80-89,6045,14943,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,M,>90,1363,3371,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,M,Non noto,<5,36,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,Non noto,0-9,<5,12,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,Non noto,10-19,<5,7,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,Non noto,20-29,<5,73,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,Non noto,30-39,<5,54,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,Non noto,40-49,<5,70,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,Non noto,50-59,<5,69,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,Non noto,60-69,<5,51,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,Non noto,70-79,<5,38,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,Non noto,80-89,<5,48,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,Non noto,>90,<5,12,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
28/04/2020,Non noto,Non noto,<5,<5,2020-04-28,2020-04-28,COVID_19_ISS_open_data_2020-04-28_sesso_eta
29/04/2020,F,0-9,<5,688,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,F,10-19,<5,1277,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,F,20-29,<5,5887,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,F,30-39,17,8204,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,F,40-49,56,14833,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,F,50-59,195,18961,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,F,60-69,632,10911,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,F,70-79,2088,12541,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,F,80-89,4260,20509,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,F,>90,2433,12023,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,F,Non noto,<5,42,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,M,0-9,<5,786,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,M,10-19,<5,1264,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,M,20-29,6,4530,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,M,30-39,33,6758,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,M,40-49,168,10962,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,M,50-59,728,17171,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,M,60-69,2124,17050,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,M,70-79,5239,17732,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,M,80-89,6091,15048,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,M,>90,1378,3416,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,M,Non noto,<5,33,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,Non noto,0-9,<5,11,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,Non noto,10-19,<5,7,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,Non noto,20-29,<5,75,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,Non noto,30-39,<5,56,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,Non noto,40-49,<5,68,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
29/04/2020,Non noto,50-59,<5,71,2020-04-29,2020-04-29,COVID_19_ISS_open_data_2020-04-29_sesso_eta
